Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026091605001974,HIDCL,45,48,"2,000",260.0,520000.0
2026091605001973,HIDCL,45,49,32,260.0,8320.0
2026091605001972,HIDCL,45,58,200,259.8,51960.0
2026091605001971,HIDCL,45,32,20,259.8,5196.0
2026091605001970,HIDCL,45,48,"1,000",259.8,259800.0
2026091605002017,HIDCL,45,37,494,260.0,128440.0
2026091605002016,HIDCL,45,51,44,258.5,11374.0
2026091605002007,HIDCL,68,51,50,258.7,12935.0
2026091605001978,HIDCL,45,37,506,260.0,131560.0
2026091605001977,HIDCL,45,50,"2,000",260.0,520000.0
2026091605001976,HIDCL,45,58,20,260.0,5200.0
2026091605002023,HIDCL,45,92,"2,000",260.0,520000.0
2026091605002022,HIDCL,45,36,500,260.0,130000.0
2026091605002021,HIDCL,45,48,158,260.0,41080.0
2026091605002020,HIDCL,45,4,100,260.0,26000.0
2026091605002019,HIDCL,45,11,37,260.0,9620.0
2026091605002018,HIDCL,45,48,"1,000",260.0,260000.0
2026091605002073,HIDCL,45,71,500,260.4,130200.0
2026091605002056,HIDCL,45,58,110,261.0,28710.0
2026091605002055,HIDCL,45,58,100,261.0,26100.0
2026091605002054,HIDCL,45,35,190,260.5,49495.0
2026091605002042,HIDCL,58,35,10,260.5,2605.0
2026091605002035,HIDCL,45,45,12,260.0,3120.0
2026091605002425,HRL,51,49,41,530.1,21734.1
2026091605002424,HRL,36,49,20,530.1,10602.0
2026091605002423,HRL,35,49,39,530.1,20673.9
2026091605002422,HRL,43,49,100,531.0,53100.0
2026091605002421,HRL,69,49,200,532.3,106460.0
2026091605002420,HRL,38,49,500,532.5,266250.0
2026091605002063,HRL,57,74,100,534.0,53400.0
2026091605002062,HRL,57,54,21,534.0,11214.0
2026091605002061,HRL,57,39,100,534.0,53400.0
2026091605002060,HRL,57,5,31,533.9,16550.9
2026091605002049,HRL,48,5,30,533.9,16017.0
2026091605002006,HRL,48,35,10,532.0,5320.0
2026091605002115,HRL,62,67,20,535.0,10700.0
2026091605002114,HRL,62,11,71,535.0,37985.0
2026091605002067,HRL,57,11,429,535.0,229515.0
2026091605002066,HRL,57,58,57,535.0,30495.0
2026091605002065,HRL,57,58,100,535.0,53500.0
2026091605002064,HRL,57,50,162,535.0,86670.0
2026091605002145,HRL,62,47,10,535.0,5350.0
2026091605002142,HRL,62,32,20,535.0,10700.0
2026091605002137,HRL,58,42,50,536.0,26800.0
2026091605002131,HRL,62,75,10,535.0,5350.0
2026091605002130,HRL,41,42,10,536.0,5360.0
2026091605002116,HRL,62,56,50,535.0,26750.0
2026091605002175,HRL,62,6,11,535.0,5885.0
2026091605002174,HRL,53,6,10,536.0,5360.0
2026091605002172,HRL,53,48,100,536.0,53600.0
2026091605002167,HRL,5,43,10,537.0,5370.0
2026091605002149,HRL,53,39,100,536.0,53600.0
2026091605002148,HRL,53,42,40,536.0,21440.0
2026091605002279,HRL,17,84,379,536.0,203144.0
2026091605002258,HRL,17,42,21,536.0,11256.0
2026091605002225,HRL,17,43,100,535.9,53590.0
2026091605002205,HRL,57,43,11,537.0,5907.0
2026091605002294,HRL,16,84,30,535.0,16050.0
2026091605002293,HRL,62,84,308,535.0,164780.0
2026091605002292,HRL,56,84,79,535.3,42288.7
2026091605002280,HRL,56,84,121,535.3,64771.3
2026091605002339,HRL,49,84,17,535.0,9095.0
2026091605002146,IHL,58,75,10,323.0,3230.0
2026091605002034,IHL,86,57,500,323.0,161500.0
2026091605002381,ILI,47,58,12,422.3,5067.6
2026091605002311,ILI,17,7,12,422.2,5066.4
2026091605002171,ILI,47,75,37,422.1,15617.7
2026091605002155,ILI,17,58,12,425.0,5100.0
2026091605002154,ILI,17,11,100,425.0,42500.0
2026091605002153,ILI,17,49,12,425.0,5100.0
2026091605002152,ILI,17,57,12,425.0,5100.0
2026091605002151,ILI,17,58,12,425.0,5100.0
2026091605002098,ILI,17,29,12,422.9,5074.8
2026091605002332,KBSH,53,52,210,865.0,181650.0
2026091605002186,KDBY,22,22,100,10.01,1001.0
2026091605001982,KDBY,22,6,200,10.01,2002.0
2026091605002418,MAKAR,41,7,30,421.0,12630.0
2026091605002345,MAKAR,45,19,730,420.3,306819.0
2026091605002344,MAKAR,66,19,200,421.0,84200.0
2026091605002343,MAKAR,72,19,50,421.1,21055.0
2026091605002342,MAKAR,14,19,10,421.1,4211.0
2026091605002309,MAKAR,39,34,40,422.0,16880.0
2026091605002250,MAKAR,39,75,10,422.0,4220.0
2026091605001961,MAKAR,36,5,450,423.8,190710.0
2026091605001960,MAKAR,36,39,100,423.7,42370.0
2026091605001959,MAKAR,36,58,100,423.6,42360.0
2026091605001958,MAKAR,36,69,50,423.5,21175.0
2026091605002163,MANDU,58,47,10,696.0,6960.0
2026091605002379,MBJC,40,58,90,292.9,26361.0
2026091605002313,MBJC,21,26,"2,000",296.9,593800.0
2026091605002312,MBJC,21,58,93,296.9,27611.7
2026091605002226,MBJC,21,11,260,295.0,76700.0
2026091605002122,MBJC,40,46,120,296.0,35520.0
2026091605002071,MBJC,58,46,10,296.0,2960.0
2026091605002070,MBJC,58,50,10,295.0,2950.0
2026091605002028,MBJC,40,13,90,293.9,26451.0
2026091605002270,MCHL,34,75,10,265.2,2652.0
2026091605002435,MEHL,22,35,173,255.1,44132.3
2026091605002434,MEHL,16,35,300,255.1,76530.0
2026091605002433,MEHL,41,35,50,255.3,12765.0
2026091605002432,MEHL,58,35,60,255.5,15330.0
2026091605002289,MEHL,58,75,10,255.5,2555.0
2026091605002281,MEHL,58,22,50,255.5,12775.0
2026091605001945,MEHL,40,25,50,256.5,12825.0
2026091605001944,MEHL,40,36,100,256.0,25600.0
2026091605001943,MEHL,40,58,20,256.0,5120.0
2026091605002013,MEHL,6,28,600,257.0,154200.0
2026091605002012,MEHL,6,14,200,256.9,51380.0
2026091605002011,MEHL,6,48,200,256.9,51380.0
2026091605001948,MEHL,40,25,20,256.8,5136.0
2026091605001947,MEHL,40,22,10,256.8,2568.0
2026091605001946,MEHL,40,50,300,256.7,77010.0
2026091605002236,MEHL,38,57,100,256.0,25600.0
2026091605002235,MEHL,58,57,100,256.5,25650.0
2026091605002229,MEHL,58,57,100,257.0,25700.0
2026091605002078,MEHL,42,57,"1,591",257.0,408887.0
2026091605002077,MEHL,42,28,300,257.0,77100.0
2026091605002072,MEHL,25,28,100,257.0,25700.0
2026091605002227,MEL,37,10,300,219.0,65700.0
2026091605002183,MEL,37,49,10,219.0,2190.0
2026091605002333,MEL,37,75,30,219.0,6570.0
2026091605002291,MEL,37,42,10,219.0,2190.0
2026091605002410,MEL,58,6,645,219.9,141835.5
2026091605002409,MEL,58,34,25,219.9,5497.5
2026091605002408,MEL,58,1,150,219.0,32850.0
2026091605002407,MEL,58,42,170,219.0,37230.0
2026091605002341,MEL,37,42,150,219.0,32850.0
2026091605002392,MHCL,45,75,20,294.0,5880.0
2026091605002354,MHL,8,26,10,463.2,4632.0
2026091605002412,MKHC,45,75,20,264.0,5280.0
2026091605002431,MKHL,45,82,10,501.7,5017.0
2026091605002398,MKHL,58,60,100,505.0,50500.0
2026091605002397,MKHL,52,60,200,505.1,101020.0
2026091605002396,MKHL,1,60,350,507.0,177450.0
2026091605002395,MKHL,58,60,15,508.0,7620.0
2026091605002430,MKJC,33,40,100,293.8,29380.0
2026091605002301,MSHL,29,58,200,565.0,113000.0
2026091605002178,MSHL,25,47,11,562.0,6182.0
2026091605002068,MSHL,25,35,11,562.0,6182.0
2026091605001953,MSHL,25,43,36,562.0,20232.0
2026091605002126,NICFC,17,22,100,8.7,870.0
2026091605002053,NICFC,17,6,100,8.7,870.0
2026091605002198,NIFRA,87,11,54,253.5,13689.0
2026091605002112,NIFRA,58,39,10,256.0,2560.0
2026091605002111,NIFRA,58,35,67,255.0,17085.0
2026091605002092,NIFRA,19,35,674,255.0,171870.0
2026091605002091,NIFRA,19,43,500,255.0,127500.0
2026091605002090,NIFRA,19,11,500,255.0,127500.0
2026091605002089,NIFRA,19,54,662,255.0,168810.0
2026091605002088,NIFRA,19,58,64,254.0,16256.0
2026091605002040,NIFRA,58,54,10,255.0,2550.0
2026091605002335,NRIC,94,6,30,855.0,25650.0
2026091605002334,NRIC,94,1,10,855.0,8550.0
2026091605002290,NRIC,56,6,41,855.1,35059.1
2026091605002269,NRIC,56,58,57,855.1,48740.7
2026091605002239,NRIC,56,88,10,855.1,8551.0
2026091605002048,NRIC,58,57,10,855.9,8559.0
2026091605001985,NRIC,13,46,10,855.0,8550.0
2026091605001984,NRIC,13,14,256,855.0,218880.0
2026091605001983,NRIC,13,35,30,854.0,25620.0
2026091605001936,NRIC,66,14,44,855.0,37620.0
2026091605002390,NRN,74,66,20,1455.0,29100.0
2026091605002389,NRN,60,66,10,1455.1,14551.0
2026091605002388,NRN,42,66,100,1456.0,145600.0
2026091605002387,NRN,58,66,350,1456.1,509635.0
2026091605002386,NRN,45,66,150,1457.1,218565.0
2026091605002043,NRN,35,64,16,1464.0,23424.0
2026091605002162,NRN,80,35,13,1460.1,18981.3
2026091605002087,NRN,77,14,863,1460.0,1259980.0
2026091605002086,NRN,34,14,100,1460.0,146000.0
2026091605002085,NRN,58,14,17,1460.0,24820.0
2026091605002084,NRN,41,14,20,1460.0,29200.0
2026091605002195,NRN,77,71,"1,137",1460.0,1660020.0
2026091605002194,NRN,34,71,103,1460.1,150390.3
2026091605002193,NRN,80,71,87,1460.1,127028.7
2026091605002218,NRN,45,59,100,1457.1,145710.0
2026091605002217,NRN,60,59,10,1458.0,14580.0
2026091605002216,NRN,41,59,50,1459.0,72950.0
2026091605002215,NRN,32,59,100,1459.0,145900.0
2026091605002214,NRN,21,59,40,1459.0,58360.0
2026091605002196,NRN,74,71,500,1460.0,730000.0
2026091605002385,NRN,91,66,200,1457.2,291440.0
2026091605002384,NRN,80,66,100,1457.3,145730.0
2026091605002383,NRN,14,66,50,1457.3,72865.0
2026091605002382,NRN,35,66,20,1457.4,29148.0
2026091605002222,NYADI,58,11,10,365.1,3651.0
2026091605002143,NYADI,58,6,10,370.0,3700.0
2026091605002134,NYADI,32,49,10,365.0,3650.0
2026091605002095,NYADI,32,66,150,365.0,54750.0
2026091605002094,NYADI,10,66,100,365.0,36500.0
2026091605002093,NYADI,41,66,250,365.0,91250.0
2026091605002369,PHCL,16,38,10,314.2,3142.0
2026091605002368,PHCL,16,38,990,314.5,311355.0
2026091605002355,PHCL,19,84,500,315.0,157500.0
2026091605002169,PHCL,50,52,40,314.1,12564.0
2026091605002140,PHCL,50,52,556,314.1,174639.6
2026091605002139,PHCL,53,52,50,314.2,15710.0
2026091605001988,PHCL,50,58,10,315.5,3155.0
2026091605001987,PHCL,50,75,109,315.5,34389.5
2026091605001994,PHCL,50,48,50,316.7,15835.0
2026091605001993,PHCL,50,56,500,316.5,158250.0
2026091605001992,PHCL,50,56,700,316.5,221550.0
2026091605001991,PHCL,50,32,200,316.0,63200.0
2026091605001990,PHCL,50,51,20,316.0,6320.0
2026091605001989,PHCL,50,7,100,316.0,31600.0
2026091605002000,PHCL,50,38,103,317.0,32651.0
2026091605001999,PHCL,50,3,300,316.9,95070.0
2026091605001998,PHCL,50,3,200,316.9,63380.0
2026091605001997,PHCL,50,56,650,316.8,205920.0
2026091605001996,PHCL,50,58,10,316.8,3168.0
2026091605001995,PHCL,50,56,650,316.7,205855.0
2026091605002361,PPL,48,7,15,327.0,4905.0
2026091605002247,PPL,34,42,10,329.9,3299.0
2026091605002031,PPL,34,42,90,329.9,29691.0
2026091605002004,PPL,34,42,485,329.9,160001.5
2026091605002165,RAWA,48,53,60,422.0,25320.0
2026091605002144,RAWA,87,53,200,422.0,84400.0
2026091605002416,RFPL,42,51,10,344.0,3440.0
2026091605002367,RFPL,39,82,10,339.5,3395.0
2026091605002136,RFPL,42,90,10,343.0,3430.0
2026091605002135,RFPL,42,49,10,340.0,3400.0
2026091605002003,RFPL,39,82,10,338.6,3386.0
2026091605002428,RHGCL,60,45,377,270.3,101903.1
2026091605002427,RHGCL,45,45,100,270.4,27040.0
2026091605002426,RHGCL,26,45,23,270.5,6221.5
2026091605002170,RHGCL,26,58,77,270.5,20828.5
2026091605002366,RMF1,51,26,"1,475",9.46,13953.5
2026091605002419,RNLI,29,36,112,433.5,48552.0
2026091605002362,RNLI,35,36,488,434.0,211792.0
2026091605002278,RNLI,35,35,12,434.0,5208.0
2026091605002268,RNLI,29,11,12,433.5,5202.0
2026091605002260,RNLI,17,94,10,435.0,4350.0
2026091605002259,RNLI,17,58,10,435.0,4350.0
2026091605002052,RNLI,51,58,140,435.0,60900.0
2026091605002221,RNLI,14,58,50,435.0,21750.0
2026091605002192,RNLI,29,47,12,433.5,5202.0
2026091605002110,RNLI,29,28,12,433.5,5202.0
2026091605002365,SAHAS,5,16,10,699.0,6990.0
2026091605002364,SAHAS,8,16,126,699.0,88074.0
2026091605002363,SAHAS,17,16,40,699.1,27964.0
2026091605002300,SAHAS,8,57,85,699.0,59415.0
2026091605002285,SAHAS,8,38,89,699.0,62211.0
2026091605002284,SAHAS,94,38,200,699.0,139800.0
2026091605002117,SAHAS,74,42,150,698.2,104730.0
2026091605002058,SAHAS,58,75,120,699.0,83880.0
2026091605002057,SAHAS,58,99,80,699.0,55920.0
2026091605002050,SAHAS,38,99,10,699.0,6990.0
2026091605002039,SAHAS,7,8,3,679.0,2037.0
2026091605002283,SAHAS,58,38,607,699.0,424293.0
2026091605002274,SAHAS,7,58,3,695.0,2085.0
2026091605002219,SAHAS,51,44,51,699.8,35689.8
2026091605002206,SAHAS,58,50,13,699.0,9087.0
2026091605002147,SAHAS,58,75,380,699.0,265620.0
2026091605002118,SAHAS,51,42,111,698.2,77500.2
2026091605002310,SANVI,34,51,10,580.5,5805.0
2026091605002266,SANVI,10,49,10,590.0,5900.0
2026091605002265,SANVI,10,58,10,590.0,5900.0
2026091605002264,SANVI,10,58,10,590.0,5900.0
2026091605002263,SANVI,10,77,10,590.0,5900.0
2026091605002262,SANVI,10,58,28,589.0,16492.0
2026091605002261,SANVI,10,3,15,589.0,8835.0
2026091605002304,SGHC,58,48,345,310.0,106950.0
2026091605002255,SGHC,58,48,55,310.0,17050.0
2026091605002254,SGHC,25,48,20,310.0,6200.0
2026091605002253,SGHC,25,36,10,310.0,3100.0
2026091605002237,SGHC,49,26,10,307.0,3070.0
2026091605002161,SGHC,52,36,880,308.9,271832.0
2026091605002160,SGHC,52,40,500,308.1,154050.0
2026091605002041,SGHC,58,65,100,307.0,30700.0
2026091605002417,SHIVM,59,75,400,683.6,273440.0
2026091605002414,SHIVM,74,16,200,683.0,136600.0
2026091605002376,SHIVM,85,75,"5,000",683.0,3415000.0
2026091605002375,SHIVM,57,75,146,683.0,99718.0
2026091605002374,SHIVM,57,75,30,683.1,20493.0
2026091605002373,SHIVM,57,75,20,683.2,13664.0
2026091605002188,SHIVM,5,38,20,683.7,13674.0
2026091605002124,SHIVM,87,58,45,687.9,30955.5
2026091605002123,SHIVM,87,49,100,687.9,68790.0
2026091605001942,SHIVM,58,66,25,682.5,17062.5
2026091605001941,SHIVM,57,66,30,682.7,20481.0
2026091605001940,SHIVM,77,66,940,685.0,643900.0
2026091605002372,SHIVM,57,75,10,683.3,6833.0
2026091605002371,SHIVM,57,75,10,683.4,6834.0
2026091605002370,SHIVM,57,75,10,683.5,6835.0
2026091605002338,SHIVM,60,75,300,683.6,205080.0
2026091605002251,SHIVM,5,88,10,683.7,6837.0
2026091605002223,SHIVM,58,36,10,687.0,6870.0
2026091605001937,SIGS2,91,41,985,9.82,9672.7
2026091605002168,SMH,36,42,50,529.0,26450.0
2026091605002429,SMHL,58,83,12,467.9,5614.8
2026091605002415,SMHL,42,83,900,467.9,421110.0
2026091605002406,SMHL,42,53,880,468.0,411840.0
2026091605002405,SMHL,42,14,20,468.0,9360.0
2026091605002357,SMHL,58,63,100,465.0,46500.0
2026091605002109,SMHL,58,66,184,463.0,85192.0
2026091605002108,SMHL,38,66,20,463.0,9260.0
2026091605002107,SMHL,90,66,250,463.0,115750.0
2026091605002106,SMHL,58,66,50,465.0,23250.0
2026091605002105,SMHL,38,66,446,466.0,207836.0
2026091605002059,SMHL,38,49,54,466.0,25164.0
2026091605002002,SMHL,8,49,30,466.0,13980.0
2026091605002391,SMJC,22,16,50,427.0,21350.0
2026091605002129,SMJC,58,69,10,426.0,4260.0
2026091605002399,SONA,33,42,10,404.0,4040.0
2026091605002224,SONA,33,47,10,404.0,4040.0
2026091605002199,SONA,4,37,348,407.0,141636.0
2026091605002197,SONA,4,47,50,407.0,20350.0
2026091605002181,SONA,4,58,50,407.0,20350.0
2026091605002180,SONA,4,48,52,405.0,21060.0
2026091605002127,SONA,34,42,10,405.0,4050.0
2026091605002010,SONA,38,14,25,403.1,10077.5
2026091605002009,SONA,58,14,40,403.1,16124.0
2026091605002173,SONA,34,48,298,405.0,120690.0
2026091605002157,SONA,34,5,500,405.0,202500.0
2026091605002156,SONA,51,5,500,406.0,203000.0
2026091605002133,SONA,58,58,10,407.0,4070.0
2026091605002132,SONA,58,58,10,406.0,4060.0
2026091605002128,SONA,34,25,10,405.0,4050.0
2026091605002046,SPC,17,13,10,406.5,4065.0
2026091605002403,STC,33,25,11,5470.0,60170.0
2026091605002411,TAMOR,58,43,100,531.0,53100.0
2026091605002401,TAMOR,58,57,20,531.0,10620.0
2026091605002377,TAMOR,58,76,630,531.0,334530.0
2026091605002346,TAMOR,58,11,10,531.0,5310.0
2026091605002308,TAMOR,58,25,205,531.0,108855.0
2026091605002307,TAMOR,14,25,50,531.0,26550.0
2026091605002025,TAMOR,53,25,50,532.0,26600.0
2026091605001981,TAMOR,34,25,350,532.0,186200.0
2026091605001980,TAMOR,34,26,150,532.0,79800.0
2026091605001964,TAMOR,34,26,400,532.0,212800.0
2026091605001963,TAMOR,34,58,50,532.0,26600.0
2026091605001962,TAMOR,34,83,170,532.0,90440.0
2026091605002210,TAMOR,45,13,100,531.3,53130.0
2026091605002209,TAMOR,4,13,20,531.3,10626.0
2026091605002208,TAMOR,49,13,20,531.3,10626.0
2026091605002207,TAMOR,49,13,20,531.4,10628.0
2026091605002158,TAMOR,4,25,10,532.0,5320.0
2026091605002029,TAMOR,34,25,500,532.0,266000.0
2026091605002306,TAMOR,34,25,300,531.1,159330.0
2026091605002305,TAMOR,64,25,445,531.1,236339.5
2026091605002288,TAMOR,64,26,55,531.1,29210.5
2026091605002287,TAMOR,44,26,115,531.2,61088.0
2026091605002286,TAMOR,41,26,30,531.3,15939.0
2026091605002211,TAMOR,41,13,40,531.3,21252.0
2026091605002302,TVCL,74,35,15,311.2,4668.0
2026091605002125,TVCL,49,21,50,315.0,15750.0
2026091605002347,UHEWA,48,48,10,604.7,6047.0
2026091605002238,UHEWA,11,48,838,601.0,503638.0
2026091605002204,UHEWA,11,75,"1,162",601.0,698362.0
2026091605002203,UHEWA,52,75,120,601.0,72120.0
2026091605002202,UHEWA,42,75,100,601.1,60110.0
2026091605002201,UHEWA,42,75,60,601.2,36072.0
2026091605002200,UHEWA,42,75,58,601.3,34875.4
2026091605002015,UHEWA,58,6,11,605.0,6655.0
2026091605002230,USHL,60,47,10,511.7,5117.0
2026091605002121,USHL,60,29,12,524.0,6288.0
2026091605002267,VLUCL,38,86,28,396.5,11102.0
2026091605002234,VLUCL,57,86,10,396.5,3965.0
2026091605002233,VLUCL,57,58,10,396.0,3960.0
2026091605001508,AHL,40,58,30,378.0,11340.0
2026091605001907,BBC,58,48,10,4195.0,41950.0
2026091605001906,BBC,58,26,10,4180.0,41800.0
2026091605001901,BBC,58,17,11,4170.0,45870.0
2026091605001900,BBC,58,26,10,4160.0,41600.0
2026091605001488,BBC,58,50,10,4110.0,41100.0
2026091605001604,BBC,58,17,10,4150.0,41500.0
2026091605001595,BBC,48,17,10,4150.0,41500.0
2026091605001795,BEDC,21,45,20,307.9,6158.0
2026091605001623,BEDC,58,45,10,307.9,3079.0
2026091605001884,BGWT,38,4,9,485.0,4365.0
2026091605001603,BGWT,35,71,100,490.0,49000.0
2026091605001602,BGWT,58,71,89,491.0,43699.0
2026091605001601,BGWT,35,71,300,491.1,147330.0
2026091605001600,BGWT,38,71,97,491.2,47646.4
2026091605001589,BGWT,38,71,33,491.2,16209.6
2026091605001588,BGWT,35,71,440,491.3,216172.0
2026091605001587,BGWT,45,71,10,491.3,4913.0
2026091605001586,BGWT,14,71,500,492.0,246000.0
2026091605001585,BGWT,53,71,10,492.0,4920.0
2026091605001569,BHDC,17,47,19,430.0,8170.0
2026091605001548,BHDC,90,58,200,430.1,86020.0
2026091605001904,BHL,29,22,837,219.0,183303.0
2026091605001903,BHL,58,22,34,219.1,7449.4
2026091605001873,BHL,44,57,100,219.5,21950.0
2026091605001872,BHL,44,56,100,219.4,21940.0
2026091605001844,BHL,29,61,163,219.0,35697.0
2026091605001843,BHL,57,61,25,219.0,5475.0
2026091605001489,BHL,25,35,50,217.6,10880.0
2026091605001487,BHL,67,45,"1,000",218.0,218000.0
2026091605001486,BHL,48,45,472,218.0,102896.0
2026091605001476,BHL,45,37,454,218.5,99199.0
2026091605001475,BHL,45,63,46,218.5,10051.0
2026091605001458,BHL,48,28,28,218.0,6104.0
2026091605001556,BHL,58,22,15,218.0,3270.0
2026091605001555,BHL,58,22,45,218.0,9810.0
2026091605001532,BHL,48,58,454,218.5,99199.0
2026091605001531,BHL,48,37,46,218.5,10051.0
2026091605001497,BHL,58,45,28,218.0,6104.0
2026091605001490,BHL,11,35,110,217.6,23936.0
2026091605001566,BHL,39,50,50,218.7,10935.0
2026091605001565,BHL,39,58,120,218.7,26244.0
2026091605001564,BHL,39,32,50,218.6,10930.0
2026091605001563,BHL,39,26,150,218.6,32790.0
2026091605001562,BHL,39,58,116,218.5,25346.0
2026091605001561,BHL,39,22,140,218.0,30520.0
2026091605001674,BHL,57,32,30,219.0,6570.0
2026091605001673,BHL,57,43,26,218.9,5691.4
2026091605001619,BHL,58,34,58,218.0,12644.0
2026091605001606,BHL,58,33,500,218.0,109000.0
2026091605001568,BHL,39,43,24,218.9,5253.6
2026091605001567,BHL,39,13,350,218.8,76580.0
2026091605001712,BHL,57,64,482,219.0,105558.0
2026091605001679,BHL,57,35,50,219.0,10950.0
2026091605001678,BHL,57,34,500,219.0,109500.0
2026091605001677,BHL,57,14,500,219.0,109500.0
2026091605001676,BHL,57,89,100,219.0,21900.0
2026091605001675,BHL,57,58,20,219.0,4380.0
2026091605001770,BHL,58,57,150,219.2,32880.0
2026091605001763,BHL,11,57,390,219.5,85605.0
2026091605001743,BHL,58,74,942,219.6,206863.2
2026091605001741,BHL,11,74,500,219.5,109750.0
2026091605001740,BHL,101,74,500,219.5,109750.0
2026091605001714,BHL,58,3,500,219.2,109600.0
2026091605001842,BHL,29,61,642,219.0,140598.0
2026091605001841,BHL,1,61,62,219.1,13584.2
2026091605001833,BHL,1,58,338,219.1,74055.8
2026091605001814,BHL,29,5,200,219.0,43800.0
2026091605001772,BHL,29,57,"1,158",219.0,253602.0
2026091605001771,BHL,57,57,292,219.0,63948.0
2026091605001647,BHPL,34,57,10,473.0,4730.0
2026091605001646,BHPL,34,22,40,472.9,18916.0
2026091605001645,BHPL,34,58,10,470.0,4700.0
2026091605001644,BHPL,34,39,10,470.0,4700.0
2026091605001905,BNHC,38,13,20,276.7,5534.0
2026091605001892,BNHC,48,49,20,276.6,5532.0
2026091605001916,CIT,57,28,25,1742.9,43572.5
2026091605001781,CLI,36,56,3,421.0,1263.0
2026091605001765,CLI,42,58,13,432.5,5622.5
2026091605001753,CLI,45,64,170,434.0,73780.0
2026091605001634,CLI,32,64,50,434.0,21700.0
2026091605001720,DOLTI,40,38,200,312.0,62400.0
2026091605001703,DOLTI,40,19,13,311.0,4043.0
2026091605001560,DOLTI,48,21,70,310.0,21700.0
2026091605001930,DORDI,38,43,100,260.0,26000.0
2026091605001742,ENL,7,60,650,565.0,367250.0
2026091605001680,ENL,81,17,10,560.0,5600.0
2026091605001670,ENL,81,17,79,560.0,44240.0
2026091605001669,ENL,7,17,70,560.0,39200.0
2026091605001668,ENL,1,17,40,560.0,22400.0
2026091605001667,ENL,86,17,290,560.0,162400.0
2026091605001627,ENL,17,35,100,562.5,56250.0
2026091605001626,ENL,58,35,25,563.0,14075.0
2026091605001625,ENL,56,35,150,563.5,84525.0
2026091605001467,ENL,74,17,250,568.0,142000.0
2026091605001440,ENL,57,17,132,565.0,74580.0
2026091605001439,ENL,58,17,95,565.1,53684.5
2026091605001633,ENL,77,35,16,561.0,8976.0
2026091605001632,ENL,49,35,10,562.0,5620.0
2026091605001631,ENL,25,35,80,562.0,44960.0
2026091605001630,ENL,53,35,500,562.1,281050.0
2026091605001629,ENL,54,35,19,562.1,10679.9
2026091605001628,ENL,49,35,100,562.2,56220.0
2026091605001666,ENL,44,17,14,560.0,7840.0
2026091605001654,ENL,44,35,386,560.0,216160.0
2026091605001653,ENL,7,35,200,560.1,112020.0
2026091605001652,ENL,46,35,150,560.2,84030.0
2026091605001651,ENL,48,35,250,561.0,140250.0
2026091605001650,ENL,77,35,14,561.0,7854.0
2026091605001911,GCIL,28,3,340,385.3,131002.0
2026091605001910,GCIL,28,56,10,385.0,3850.0
2026091605001909,GCIL,28,40,150,385.0,57750.0
2026091605001622,GIBF1,83,35,100,11.6,1160.0
2026091605001594,GIBF1,29,56,"1,900",11.65,22135.0
2026091605001591,GIBF1,29,58,100,11.65,1165.0
2026091605001699,GVL,63,22,100,495.0,49500.0
2026091605001446,GVL,63,57,90,495.0,44550.0
2026091605001445,GVL,34,57,10,495.1,4951.0
2026091605001917,HATHY,54,28,300,609.0,182700.0
2026091605001847,HATHY,22,28,80,609.0,48720.0
2026091605001477,HATHY,54,58,20,608.0,12160.0
2026091605001914,HDL,16,32,200,1216.0,243200.0
2026091605001848,HDL,8,34,10,1214.4,12144.0
2026091605001768,HDL,58,43,50,1214.0,60700.0
2026091605001483,HDL,4,34,20,1217.0,24340.0
2026091605001441,HDL,29,34,200,1217.0,243400.0
2026091605001437,HDL,3,58,10,1215.0,12150.0
2026091605001698,HDL,52,19,10,1216.0,12160.0
2026091605001691,HDL,52,19,20,1216.0,24320.0
2026091605001767,HDL,33,43,50,1214.0,60700.0
2026091605001766,HDL,8,43,100,1214.0,121400.0
2026091605001755,HDL,48,32,155,1216.0,188480.0
2026091605001754,HDL,48,19,45,1216.0,54720.0
2026091605001793,HHL,38,29,500,334.0,167000.0
2026091605001792,HHL,13,29,500,334.5,167250.0
2026091605001459,HHL,45,33,10,335.0,3350.0
2026091605001869,HIDCL,45,22,100,258.0,25800.0
2026091605001868,HIDCL,45,92,"2,000",258.0,516000.0
2026091605001867,HIDCL,45,58,"2,000",258.0,516000.0
2026091605001866,HIDCL,45,38,300,258.0,77400.0
2026091605001865,HIDCL,45,8,25,258.0,6450.0
2026091605001864,HIDCL,45,14,181,257.5,46607.5
2026091605001863,HIDCL,45,41,100,257.0,25700.0
2026091605001832,HIDCL,70,45,110,256.5,28215.0
2026091605001689,HIDCL,21,75,142,256.2,36380.4
2026091605001682,HIDCL,58,62,100,256.3,25630.0
2026091605001643,HIDCL,22,62,500,256.3,128150.0
2026091605001642,HIDCL,39,62,200,256.4,51280.0
2026091605001517,HRL,63,5,200,531.0,106200.0
2026091605001658,HRL,63,48,100,534.0,53400.0
2026091605001657,HRL,63,6,35,534.0,18690.0
2026091605001648,HRL,63,90,200,534.0,106800.0
2026091605001641,HRL,22,76,10,532.0,5320.0
2026091605001590,HRL,22,58,10,533.0,5330.0
2026091605001690,HRL,35,80,21,530.1,11132.1
2026091605001688,HRL,38,5,100,534.0,53400.0
2026091605001683,HRL,22,5,17,534.0,9078.0
